Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSG00000270793	RP11-23O13.1	pseudogene	693	367
ENSG00000113916	BCL6	protein_coding	24351	5938
ENSG00000231193	RP11-462B18.2	lincRNA	1165	551
ENSG00000255160	RP11-428C19.5	lincRNA	8476	648
ENSG00000255161	RP11-646J21.7	pseudogene	742	742
ENSG00000231194	FARP1-AS1	antisense	436	323
ENSG00000196381	ZNF781	protein_coding	24572	3617
ENSG00000255162	RP11-358N4.3	pseudogene	1894	1454
ENSG00000231192	OR5H1	protein_coding	942	942
ENSG00000255163	HSPE1P18	pseudogene	280	280
ENSG00000196383	OR4Q2	polymorphic_pseudogene	944	944
ENSG00000270758	AC239859.1	miRNA	66	66
ENSG00000270759	CTD-2324A24.2	pseudogene	325	325
ENSG00000231190	RPL13AP	pseudogene	518	518
ENSG00000270756	LILRB1	protein_coding	63650	5078
ENSG00000270757	HSPE1-MOB4	protein_coding	50314	890
ENSG00000196387	ZNF140	protein_coding	27707	5374
ENSG00000196388	INCA1	protein_coding	9481	1553
ENSG00000255168	RP11-458D21.5	protein_coding	110652	3636
ENSG00000270765	GAS2L2	protein_coding	8368	3014
ENSG00000255169	RP11-646J21.3	lincRNA	874	547
ENSG00000270766	RP11-627K11.5	pseudogene	246	246
ENSG00000015532	XYLT2	protein_coding	17047	5472
ENSG00000231199	MTND5P19	pseudogene	1794	1794
ENSG00000270763	RP11-122G11.1	pseudogene	1354	1354
ENSG00000270764	CTB-152G17.5	pseudogene	625	365
ENSG00000270761	RP11-385F7.1	lincRNA	330	330
ENSG00000255164	RP5-1047A19.4	antisense	1924	439
ENSG00000231197	HCG4P7	pseudogene	963	963
ENSG00000231198	AC004987.10	pseudogene	508	508
ENSG00000270762	FXYD6P1	pseudogene	285	285
ENSG00000255165	CTD-2609K8.3	sense_intronic	942	464
ENSG00000255166	RP11-726G23.11	pseudogene	220	220
ENSG00000231195	IFNA11P	pseudogene	526	526
ENSG00000231196	RP11-495P10.8	lincRNA	4971	657
ENSG00000255167	RP11-670N15.1	antisense	2510	723
ENSG00000270760	AD001527.7	antisense	4268	379
ENSG00000113905	HRG	protein_coding	18025	5061
ENSG00000255150	EID3	protein_coding	1464	1464
ENSG00000255151	GLYATL1P3	pseudogene	8480	909
ENSG00000196371	FUT4	protein_coding	6047	6047
ENSG00000255152	MSH5-SAPCD1	protein_coding	24832	4140
ENSG00000196372	ASB13	protein_coding	27729	3003
ENSG00000196374	HIST1H2BM	protein_coding	446	446
ENSG00000270767	RP11-733D4.2	pseudogene	111	111
ENSG00000196376	SLC35F1	protein_coding	410151	4852
ENSG00000269798	DUSP9	protein_coding	8836	2776
ENSG00000196378	ZNF34	protein_coding	14232	2222
ENSG00000269799	CTD-2538G9.6	sense_intronic	289	221
ENSG00000269794	AC010642.2	pseudogene	1213	1213
ENSG00000269795	AC092782.1	protein_coding	7854	63
ENSG00000269796	AC011516.1	lincRNA	3533	180
ENSG00000269797	GPR107	protein_coding	86744	9135
ENSG00000269790	MAGEA1	protein_coding	4595	1709
ENSG00000269791	SSX4	protein_coding	9829	1228
ENSG00000269792	CTB-60E11.9	antisense	2011	647
ENSG00000269793	AC006115.3	antisense	108961	3003
ENSG00000270776	RP11-17G11.1	pseudogene	231	231
ENSG00000255157	CTD-2313N18.8	pseudogene	7382	240
ENSG00000255158	RP11-754B17.1	antisense	12482	912
ENSG00000270777	RP11-103J8.2	lincRNA	460	460
ENSG00000255159	RP11-318C2.1	antisense	41454	1255
ENSG00000270774	IGHV3-20	IG_V_gene	516	413
ENSG00000270775	AP000436.4	pseudogene	1126	800
ENSG00000270772	RP11-332H21.2	pseudogene	1393	1070
ENSG00000255153	TOLLIP-AS1	antisense	939	939
ENSG00000255154	RPP14	protein_coding	507	507
ENSG00000270773	RP13-685P2.7	pseudogene	754	754
ENSG00000255155	RP11-535N6.2	pseudogene	214	214
ENSG00000270771	RP6-166C19.12	pseudogene	252	252
ENSG00000255156	KLHL22-IT1	misc_RNA	109	109
ENSG00000206172	HBA1	protein_coding	843	835
ENSG00000270738	PFN1P4	pseudogene	402	402
ENSG00000270739	RP11-608O8.2	pseudogene	1573	1092
ENSG00000196284	SUPT3H	protein_coding	568637	3194
ENSG00000270736	RP6-166C19.19	pseudogene	252	252
ENSG00000269747	RNU6-383P	snRNA	94	94
ENSG00000269748	TFE3	protein_coding	14756	4278
ENSG00000270737	ELK2AP	pseudogene	1007	1007
ENSG00000270734	RP11-719K4.7	pseudogene	370	370
ENSG00000269749	AC005614.5	processed_transcript	42169	461
ENSG00000196289	BECN1P1	pseudogene	1326	1326
ENSG00000269743	SLC25A53	protein_coding	57813	6224
ENSG00000269744	FABP5P15	pseudogene	214	214
ENSG00000206177	HBM	protein_coding	12877	916
ENSG00000269745	AC006262.10	antisense	1425	258
ENSG00000206178	HBZP1	pseudogene	2035	429
ENSG00000269746	AC009060.1	protein_coding	381	381
ENSG00000206176	AC023490.1	lincRNA	1627	1026
ENSG00000269740	MIR764	miRNA	85	85
ENSG00000269741	KLK9	protein_coding	13564	1933
ENSG00000269742	CTB-135N1.2	pseudogene	571	571
ENSG00000231139	AC104843.4	pseudogene	301	297
ENSG00000255106	RP11-58K22.2	pseudogene	916	792
ENSG00000255107	RP11-159H10.1	pseudogene	1277	1277
ENSG00000231137	RBM22P5	pseudogene	1588	1277
ENSG00000255108	AP006621.8	antisense	9250	792
ENSG00000231138	RP11-391M7.3	antisense	1080	806
ENSG00000255109	CTD-2572N17.1	lincRNA	70421	1091
ENSG00000255102	RP11-164N3.2	lincRNA	36374	488
ENSG00000231135	MDC1	protein_coding	18083	8064
ENSG00000255103	KIAA0754	protein_coding	6004	6004
ENSG00000231136	AP000705.6	pseudogene	350	350
ENSG00000270741	RP11-565F4.1	pseudogene	295	295
ENSG00000255104	ZNF286A	protein_coding	45087	4387
ENSG00000231133	HAR1B	lincRNA	6827	896
ENSG00000270742	RP4-802A10.1	sense_intronic	470	470
ENSG00000231134	TCF7L1-IT1	sense_intronic	845	458
ENSG00000255105	RP11-5A11.1	pseudogene	291	291
ENSG00000039523	FAM65A	protein_coding	28371	6730
ENSG00000231131	RP11-346D6.6	lincRNA	19660	1177
ENSG00000231132	RP11-40C11.2	antisense	913	446
ENSG00000255100	RP11-21L23.3	antisense	482	354
ENSG00000231130	HLA-T	pseudogene	1133	450
ENSG00000255101	RP11-412B14.1	antisense	16364	682
ENSG00000270749	RP11-368M16.10	pseudogene	867	867
ENSG00000196273	LINC00523	lincRNA	18820	3311
ENSG00000270747	RP11-344N17.15	pseudogene	271	271
ENSG00000196274	AC090519.1	pseudogene	179	177
ENSG00000269736	CTD-2521M24.11	lincRNA	759	759
ENSG00000269737	RP11-345P4.7	antisense	1422	1422
ENSG00000270748	IGKV2OR2-1	IG_V_pseudogene	304	304
ENSG00000196275	GTF2IRD2	protein_coding	57365	7233
ENSG00000270745	RP13-324D24.1	pseudogene	139	139
ENSG00000269738	AL162424.1	protein_coding	585	87
ENSG00000196277	GRM7	protein_coding	971528	8209
ENSG00000270746	RP4-725K1.1	pseudogene	529	529
ENSG00000269732	WBP1LP7	pseudogene	363	363
ENSG00000206168	Z69890.1	pseudogene	339	339
ENSG00000269733	PGPEP1L	protein_coding	39566	1576
ENSG00000269734	Y_RNA	misc_RNA	113	113
ENSG00000269735	AL121865.2	miRNA	92	92
ENSG00000269730	AL662847.1	protein_coding	476	72
ENSG00000269731	LA16c-13E4.3	pseudogene	6479	371
ENSG00000231148	HMGB1P7	pseudogene	612	612
ENSG00000231149	RP11-10J18.3	lincRNA	1119	266
ENSG00000270754	NEK4P3	pseudogene	544	544
ENSG00000231147	ARHGAP42P2	pseudogene	2924	2140
ENSG00000270755	RP11-138E2.1	lincRNA	369	369
ENSG00000231144	EEF1A1P40	pseudogene	573	573
ENSG00000270752	AC246787.1	miRNA	78	78
ENSG00000231145	AC013468.1	protein_coding	249	48
ENSG00000270753	RP11-693I21.1	pseudogene	523	523
ENSG00000015568	RGPD5	protein_coding	64938	14175
ENSG00000270750	RP11-461L13.3	lincRNA	501	501
ENSG00000270751	RP11-461L13.2	antisense	444	372
ENSG00000231143	RP3-463P15.1	lincRNA	30739	265
ENSG00000231140	RP11-347J14.7	lincRNA	1670	1077
ENSG00000231141	TTTY3	lincRNA	4899	344
ENSG00000270718	RP11-421H10.2	pseudogene	235	235
ENSG00000270719	RP11-134N8.2	pseudogene	214	214
ENSG00000231150	RP1-207H1.3	antisense	30071	1213
ENSG00000206150	RNASE13	protein_coding	1966	1607
ENSG00000270716	CTC-260E6.11	pseudogene	301	301
ENSG00000270717	IGHVII-74-1	IG_V_pseudogene	241	241
ENSG00000270714	MINOS1P2	pseudogene	229	229
ENSG00000269769	OR3B1P	pseudogene	893	893
ENSG00000270715	IGHEP1	IG_C_pseudogene	2910	745
ENSG00000270712	RP11-378I6.2	pseudogene	754	754
ENSG00000270713	RP11-506K19.2	pseudogene	687	687
ENSG00000040531	CTNS	protein_coding	25075	3398
ENSG00000269765	CTB-187L3.1	pseudogene	1495	315
ENSG00000269766	AL356215.1	protein_coding	125	30
ENSG00000269768	AC008746.12	lincRNA	516	516
ENSG00000269761	RP11-1137G4.4	pseudogene	1063	1063
ENSG00000269762	RP11-236P24.3	lincRNA	1149	615
ENSG00000269763	EXOSC3P2	pseudogene	811	497
ENSG00000269764	AC118758.7	protein_coding	843	648
ENSG00000255128	HSPD1P3	pseudogene	1556	1556
ENSG00000255129	RP11-839D17.3	antisense	36001	958
ENSG00000206159	GYG2P1	pseudogene	57109	2159
ENSG00000231159	OFD1P8Y	pseudogene	33037	1433
ENSG00000255124	RP11-680F20.5	lincRNA	4491	496
ENSG00000231157	SUCLA2P1	pseudogene	1370	1370
ENSG00000231158	PTP4A1P1	pseudogene	515	515
ENSG00000255125	RP11-685M7.5	antisense	18313	441
ENSG00000270722	RNVU1-7	snRNA	164	164
ENSG00000255126	CTD-2531D15.5	antisense	1857	590
ENSG00000231156	AC093702.1	lincRNA	455	367
ENSG00000270720	RP11-84C13.2	lincRNA	588	588
ENSG00000255127	RP11-676F20.2	pseudogene	1990	963
ENSG00000231153	AC002429.4	pseudogene	148	148
ENSG00000255120	OVOL1-AS1	antisense	1818	685
ENSG00000231154	MORF4L2-AS1	antisense	4489	2086
ENSG00000255121	RP11-110I1.12	lincRNA	3181	1506
ENSG00000255122	RP11-303G3.6	pseudogene	777	186
ENSG00000231152	MTND2P15	pseudogene	892	892
ENSG00000255123	MTND5P21	pseudogene	522	522
ENSG00000231160	RP11-617D20.1	antisense	52183	3101
ENSG00000270729	RP4-669B10.6	pseudogene	1105	698
ENSG00000270727	RP11-51E20.1	pseudogene	252	252
ENSG00000270728	RP4-657E11.10	pseudogene	824	525
ENSG00000196295	AC005154.6	processed_transcript	78501	21375
ENSG00000270725	RP11-383H17.4	lincRNA	14184	159
ENSG00000196296	ATP2A1	protein_coding	26105	4587
ENSG00000269758	CTD-2245F17.9	lincRNA	3063	507
ENSG00000270726	AJ271736.10	processed_transcript	21417	2131
ENSG00000269759	MTMR1	protein_coding	72142	6332
ENSG00000270723	RP11-401N16.1	pseudogene	255	255
ENSG00000196299	NCRNA00171	processed_transcript	61746	19548
ENSG00000270724	IGHV3-73	IG_V_gene	540	437
ENSG00000269754	AFF2	protein_coding	500049	14006
ENSG00000206147	RP11-106A1.2	pseudogene	466	466
ENSG00000269755	CTD-3105H18.18	protein_coding	51714	588
ENSG00000206144	RP11-400K9.2	pseudogene	3241	2156
ENSG00000269756	RNU1-57P	snRNA	166	166
ENSG00000206145	P2RX6P	pseudogene	9775	551
ENSG00000206142	FAM230C	lincRNA	24053	6336
ENSG00000269750	CTD-2587H19.1	lincRNA	1904	1904
ENSG00000269751	CTC-273B12.8	lincRNA	2468	2468
ENSG00000269752	CTD-3149D2.3	antisense	709	419
ENSG00000206140	TMEM191C	lincRNA	4847	4299
ENSG00000269753	AL589739.1	protein_coding	462	462
ENSG00000255117	RP5-1027O15.1	lincRNA	35747	896
ENSG00000255118	RP11-703H8.7	antisense	1180	485
ENSG00000255119	RP11-655M14.12	antisense	1122	555
ENSG00000206149	HERC2P9	pseudogene	95773	8363
ENSG00000255113	OR4A48P	pseudogene	391	391
ENSG00000270733	RP11-231P20.5	pseudogene	358	358
ENSG00000255114	RP11-110I1.6	antisense	1307	667
ENSG00000231169	EEF1B2P1	pseudogene	675	675
ENSG00000231166	TUBB4BP6	pseudogene	479	479
ENSG00000255115	RP11-91P24.3	pseudogene	286	286
ENSG00000231167	YBX1P2	pseudogene	999	999
ENSG00000255116	SLC5A4P1	pseudogene	612	612
ENSG00000231164	RPL7P56	pseudogene	717	717
ENSG00000231165	TRBV26OR9-2	IG_V_pseudogene	293	293
ENSG00000255110	RP11-72M10.8	pseudogene	341	341
ENSG00000196290	NIF3L1	protein_coding	14606	1987
ENSG00000039537	C6	protein_coding	119205	4739
ENSG00000231162	COX11P1	pseudogene	835	835
ENSG00000255111	RP11-163O19.8	pseudogene	1516	1516
ENSG00000231163	RP5-1007G16.1	antisense	16506	2253
ENSG00000255112	CHMP1B	protein_coding	3054	3054
ENSG00000269707	RP11-13J10.1	sense_overlapping	72768	443
ENSG00000269709	AL109659.1	protein_coding	573	573
ENSG00000039560	RAI14	protein_coding	176391	7702
ENSG00000269703	AC244163.2	protein_coding	414	414
ENSG00000269704	FTH1P27	pseudogene	551	551
ENSG00000269705	L29074.3	antisense	1282	534
ENSG00000015592	STMN4	protein_coding	23098	3294
ENSG00000269706	CTB-60B18.15	pseudogene	630	630
ENSG00000269700	AC069547.2	protein_coding	1556	1556
ENSG00000269701	MAGEA8-AS1	antisense	2235	476
ENSG00000269702	RN7SL460P	misc_RNA	254	254
ENSG00000221770	AC010203.1	miRNA	83	83
ENSG00000221771	MIR1205	miRNA	63	63
ENSG00000221772	AL353141.1	miRNA	90	90
ENSG00000221774	AC016821.1	miRNA	87	87
ENSG00000221777	AL160056.1	miRNA	115	115
ENSG00000221778	AC034236.2	miRNA	94	94
ENSG00000221779	AL590403.1	miRNA	62	62
ENSG00000270707	ELK2BP	pseudogene	3085	1224
ENSG00000270708	RP11-568G11.5	pseudogene	303	303
ENSG00000270705	RP11-736N17.9	pseudogene	42	42
ENSG00000270706	CTD-2301A4.5	pseudogene	1009	1009
ENSG00000270703	IGHV6-1	IG_V_gene	498	415
ENSG00000245748	RP11-367J11.2	antisense	15678	4300
ENSG00000270704	SNORD64	sense_intronic	310	310
ENSG00000270701	RP11-876F14.2	pseudogene	235	235
ENSG00000270702	RP11-107F6.4	pseudogene	303	303
ENSG00000270709	GS1-115M3.4	pseudogene	248	248
ENSG00000221781	AL359815.1	miRNA	138	138
ENSG00000231108	RP11-390F4.9	pseudogene	479	479
ENSG00000221782	MIR548F2	miRNA	98	98
ENSG00000221783	MIR1183	miRNA	89	89
ENSG00000231106	AP000688.8	lincRNA	2501	1048
ENSG00000231107	RP11-389K14.3	lincRNA	132604	1597
ENSG00000231104	RP11-354M20.3	antisense	28324	2079
ENSG00000221785	AC120045.2	miRNA	83	83
ENSG00000231105	RP5-1071N3.1	antisense	6485	2479
ENSG00000221786	AC004673.1	miRNA	74	74
ENSG00000270710	RP11-293G6__B.8	pseudogene	1177	708
ENSG00000231102	RP11-298J23.5	antisense	13637	408
ENSG00000231103	RP5-845O24.3	pseudogene	3233	1417
ENSG00000270711	RP11-46A10.8	pseudogene	411	411
ENSG00000221788	MIR1252	miRNA	65	65
ENSG00000231100	RP11-740C1.2	pseudogene	833	666
ENSG00000221789	AC130462.1	miRNA	106	106
ENSG00000269729	AC006262.4	lincRNA	16755	849
ENSG00000206192	ANKRD20A9P	pseudogene	55250	2978
ENSG00000269725	BX072566.2	protein_coding	1839	1839
ENSG00000206190	ATP10A	protein_coding	187898	8406
ENSG00000269726	RP11-552J9.1	pseudogene	2324	306
ENSG00000269728	RP11-145M9.4	lincRNA	2089	2089
ENSG00000269721	RPL23AP51	pseudogene	445	445
ENSG00000206199	ANKUB1	protein_coding	207281	6584
ENSG00000269723	AC244090.2	pseudogene	259	255
ENSG00000269724	MIR1468	miRNA	86	86
ENSG00000245750	RP11-279F6.1	lincRNA	108411	2815
ENSG00000206195	AP000525.9	processed_transcript	45026	5545
ENSG00000269720	CTD-2521M24.5	lincRNA	856	856
ENSG00000221790	AC011467.1	miRNA	83	83
ENSG00000221792	MIR1282	miRNA	101	101
ENSG00000231119	RP4-569M23.2	antisense	2073	1809
ENSG00000221793	AC103863.1	miRNA	142	142
ENSG00000221795	MIR1324	miRNA	96	96
ENSG00000231118	PPIAP9	pseudogene	812	498
ENSG00000221796	AL356739.1	miRNA	92	92
ENSG00000231115	RING1	protein_coding	4228	1818
ENSG00000231116	VARS	protein_coding	18436	6081
ENSG00000221798	AC092812.1	miRNA	87	87
ENSG00000231113	RP3-475N16.1	antisense	7997	1490
ENSG00000231114	AC078842.4	lincRNA	8362	1890
ENSG00000221799	AC132068.1	miRNA	98	98
ENSG00000231112	MTHFD2P3	pseudogene	221	221
ENSG00000231110	AC004070.1	lincRNA	770	582
ENSG00000269718	RN7SKP267	misc_RNA	285	285
ENSG00000269719	RPL36A-HNRNPH2	protein_coding	21287	695
ENSG00000206181	TCEB3B	protein_coding	3046	3046
ENSG00000269714	TTC23	protein_coding	114901	6145
ENSG00000269715	UBL4A	protein_coding	2954	2630
ENSG00000245768	RP11-410D17.2	lincRNA	375063	2665
ENSG00000269710	AC245177.1	protein_coding	7444	2669
ENSG00000269711	CTD-3214H19.16	protein_coding	4354	777
ENSG00000269712	RNU6-935P	snRNA	100	100
ENSG00000269713	NBPF10	protein_coding	28279	5034
ENSG00000206187	RP11-1084I9.1	lincRNA	150761	2355
ENSG00000231128	RP5-1073O3.2	antisense	16793	1080
ENSG00000231129	ABCF1	protein_coding	25805	4437
ENSG00000231124	UBE2V1P11	pseudogene	285	285
ENSG00000231125	AF129075.5	sense_intronic	2023	794
ENSG00000231122	FAM25E	protein_coding	2161	586
ENSG00000231123	SPATA20P1	pseudogene	438	438
ENSG00000231120	BTF3P10	pseudogene	501	501
ENSG00000231121	RP1-34H18.1	lincRNA	247635	991
ENSG00000221729	AL590285.1	miRNA	96	96
ENSG00000147394	ZNF185	protein_coding	59039	4795
ENSG00000088538	DOCK3	protein_coding	708958	8755
ENSG00000221730	AL162419.1	miRNA	72	72
ENSG00000221731	AC091321.1	miRNA	96	96
ENSG00000221732	AC006452.1	miRNA	63	63
ENSG00000221733	AL109843.1	miRNA	88	88
ENSG00000221734	AL390240.1	miRNA	73	73
ENSG00000221736	AC003681.1	miRNA	88	88
ENSG00000221737	MIR548I1	miRNA	149	149
ENSG00000221739	MIR1203	miRNA	85	85
ENSG00000147380	OPN1MW	protein_coding	13527	1257
ENSG00000147381	MAGEA4	protein_coding	12662	3081
ENSG00000147382	FAM58A	protein_coding	12124	1727
ENSG00000147383	NSDHL	protein_coding	38763	1996
ENSG00000221740	SNORD93	snoRNA	74	74
ENSG00000221741	AC093304.1	miRNA	121	121
ENSG00000221743	Z95152.1	miRNA	91	91
ENSG00000221744	AL512635.1	miRNA	85	85
ENSG00000221745	MIR1197	miRNA	88	88
ENSG00000221746	AL645730.1	miRNA	81	81
ENSG00000221747	AC118282.2	miRNA	83	83
ENSG00000221748	AL049647.1	miRNA	77	77
ENSG00000221749	AC107020.1	miRNA	95	95
ENSG00000245719	RP11-34F13.2	lincRNA	4570	1986
ENSG00000245711	NADK2-AS1	antisense	848	720
ENSG00000064545	TMEM161A	protein_coding	19345	3281
ENSG00000064547	LPAR2	protein_coding	5263	2980
ENSG00000221750	SNORA11	snoRNA	129	129
ENSG00000221751	AC006380.1	miRNA	127	127
ENSG00000221753	MIR1273A	miRNA	103	103
ENSG00000221754	MIR1260A	miRNA	73	73
ENSG00000221755	MIR720	miRNA	110	110
ENSG00000147378	FATE1	protein_coding	7160	1072
ENSG00000221756	AL159977.1	miRNA	147	147
ENSG00000245729	RP11-480D4.1	lincRNA	124076	1585
ENSG00000221760	MIR548J	miRNA	112	112
ENSG00000221762	AC092786.1	miRNA	85	85
ENSG00000221763	MIR1289-1	miRNA	144	144
ENSG00000221764	AC107068.1	miRNA	112	112
ENSG00000221766	AC084872.1	miRNA	97	97
ENSG00000147364	FBXO25	protein_coding	64798	4004
ENSG00000221767	MIR1307	miRNA	149	149
ENSG00000221768	AL356309.1	miRNA	77	77
ENSG00000162909	CAPN2	protein_coding	74426	8792
ENSG00000123388	HOXC11	protein_coding	4518	3265
ENSG00000162910	MRPL55	protein_coding	2634	1886
ENSG00000123384	LRP1	protein_coding	84859	20839
ENSG00000162913	C1orf145	protein_coding	10159	3647
ENSG00000206120	EGFEM1P	pseudogene	581078	4658
ENSG00000206129	CTD-2008L17.2	lincRNA	187650	3011
ENSG00000206127	GOLGA8O	protein_coding	10529	2331
ENSG00000221701	AC005284.1	miRNA	148	148
ENSG00000221702	AL356270.1	miRNA	88	88
ENSG00000221703	MIR302E	miRNA	72	72
ENSG00000123395	C12orf44	protein_coding	8249	3199
ENSG00000221704	AC012305.1	miRNA	73	73
ENSG00000221705	SNORA11E	snoRNA	128	128
ENSG00000221706	AC090573.1	miRNA	84	84
ENSG00000221707	AL592294.1	miRNA	90	90
ENSG00000162927	PUS10	protein_coding	78038	7651
ENSG00000162928	PEX13	protein_coding	34766	5910
ENSG00000221708	AL353733.1	miRNA	98	98
ENSG00000162929	KIAA1841	protein_coding	98955	9632
ENSG00000123360	PDE1B	protein_coding	29890	7457
ENSG00000162923	WDR26	protein_coding	51891	10481
ENSG00000162924	REL	protein_coding	50090	11255
ENSG00000206113	RP11-503N18.1	lincRNA	31387	3832
ENSG00000206114	FAM138D	lincRNA	2278	1376
ENSG00000221710	MIR1298	miRNA	112	112
ENSG00000162931	TRIM17	protein_coding	8922	3548
ENSG00000221711	SNORD75	snoRNA	58	58
ENSG00000221714	AC130352.1	miRNA	104	104
ENSG00000221716	SNORA11	snoRNA	128	128
ENSG00000123364	HOXC13	protein_coding	7794	2437
ENSG00000221717	AL583860.1	miRNA	102	102
ENSG00000221718	AC046143.1	miRNA	52	52
ENSG00000221719	SNORA3	snoRNA	125	125
ENSG00000206102	KRTAP19-8	protein_coding	318	318
ENSG00000206106	KRTAP22-2	protein_coding	293	293
ENSG00000206107	KRTAP27-1	protein_coding	682	682
ENSG00000206104	KRTAP20-3	protein_coding	273	273
ENSG00000221720	AC096951.1	miRNA	72	72
ENSG00000206105	KRTAP20-4	protein_coding	224	224
ENSG00000221721	AC010455.1	miRNA	111	111
ENSG00000088543	C3orf18	protein_coding	12997	3242
ENSG00000221723	AC019322.1	miRNA	83	83
ENSG00000162944	RFTN2	protein_coding	107822	6007
ENSG00000221724	AC078855.1	miRNA	87	87
ENSG00000221725	RNU6ATAC25P	snRNA	117	117
ENSG00000123374	CDK2	protein_coding	6016	3894
ENSG00000221726	AL031653.1	miRNA	92	92
ENSG00000147324	MFHAS1	protein_coding	110292	6883
ENSG00000147439	BIN3	protein_coding	48731	5072
ENSG00000147432	CHRNB3	protein_coding	40032	2587
ENSG00000147437	GNRH1	protein_coding	5395	1762
ENSG00000147434	CHRNA6	protein_coding	43773	2596
ENSG00000172403	SYNPO2	protein_coding	172407	11375
ENSG00000172404	DNAJB7	protein_coding	2578	2578
ENSG00000147421	HMBOX1	protein_coding	174371	6634
ENSG00000221900	POM121L12	protein_coding	1269	1269
ENSG00000123472	ATPAF1	protein_coding	41131	5654
ENSG00000123473	STIL	protein_coding	64009	7291
ENSG00000221909	FAM200A	protein_coding	12229	2717
ENSG00000172410	INSL5	protein_coding	3516	715
ENSG00000147419	CCDC25	protein_coding	39336	4408
ENSG00000147416	ATP6V1B2	protein_coding	29453	7816
ENSG00000123447	TYRL	pseudogene	10773	525
ENSG00000172409	CLP1	protein_coding	12876	2793
ENSG00000123444	KBTBD4	protein_coding	6819	3302
ENSG00000221910	OR2F2	protein_coding	1114	1114
ENSG00000221914	PPP2R2A	protein_coding	81190	7864
ENSG00000221916	C19orf73	protein_coding	743	743
ENSG00000172421	EFCAB3	protein_coding	46259	1930
ENSG00000172425	TTC36	protein_coding	3726	1009
ENSG00000172426	RSPH9	protein_coding	27554	2631
ENSG00000147408	CSGALNACT1	protein_coding	353869	6580
ENSG00000123454	DBH	protein_coding	22985	2764
ENSG00000147400	CETN2	protein_coding	3805	1928
ENSG00000147403	RPL10	protein_coding	19190	4825
ENSG00000221923	ZNF880	protein_coding	15879	3719
ENSG00000147402	GABRQ	protein_coding	19363	6174
ENSG00000123453	SARDH	protein_coding	76396	5391
ENSG00000221926	TRIM16	protein_coding	56352	5640
ENSG00000172432	GTPBP2	protein_coding	23847	4616
ENSG00000196400	BX255923.1	protein_coding	1188	1188
ENSG00000196403	OR10D1P	pseudogene	936	936
ENSG00000196405	EVL	protein_coding	172788	10585
ENSG00000196406	SPANXD	protein_coding	1329	682
ENSG00000172428	MYEOV2	protein_coding	10245	2039
ENSG00000123427	METTL21B	protein_coding	11050	3172
ENSG00000196420	S100A5	protein_coding	4619	784
ENSG00000196421	LINC00176	lincRNA	5619	5480
ENSG00000196422	PPP1R26	protein_coding	9815	5276
ENSG00000172458	IL17D	protein_coding	20972	3327
ENSG00000172459	OR5AR1	protein_coding	1026	1026
ENSG00000172456	FGGY	protein_coding	471038	6229
ENSG00000196427	NBPF4	protein_coding	20727	2485
ENSG00000196428	TSC22D2	protein_coding	58097	11676
ENSG00000172457	OR9G4	protein_coding	985	985
ENSG00000196418	ZNF124	protein_coding	50042	4517
ENSG00000123407	HOXC12	protein_coding	4123	3335
ENSG00000196419	XRCC6	protein_coding	42922	3280
ENSG00000123405	NFE2	protein_coding	9011	2469
ENSG00000172461	FUT9	protein_coding	199629	13719
ENSG00000172460	PRSS30P	pseudogene	3177	2961
ENSG00000172465	TCEAL1	protein_coding	2250	1602
ENSG00000196411	EPHB4	protein_coding	24935	6413
ENSG00000172466	ZNF24	protein_coding	13271	8257
ENSG00000172464	OR5AP2	protein_coding	1006	1006
ENSG00000172469	MANEA	protein_coding	31915	5187
ENSG00000196415	PRTN3	protein_coding	7213	1143
ENSG00000196417	ZNF765	protein_coding	37529	7012
ENSG00000172468	HSFY1	protein_coding	42293	2906
ENSG00000196407	THEM5	protein_coding	6435	984
ENSG00000196408	NOXO1	protein_coding	5276	2159
ENSG00000196409	ZNF658	protein_coding	75716	4424
ENSG00000123415	SMUG1	protein_coding	24250	4064
ENSG00000123416	TUBA1B	protein_coding	3616	3574
ENSG00000123411	IKZF4	protein_coding	30777	6808
ENSG00000196440	ARMCX4	protein_coding	115172	13347
ENSG00000172476	RAB40A	protein_coding	19740	3398
ENSG00000196449	YRDC	protein_coding	5242	1826
ENSG00000172478	C2orf54	protein_coding	10842	2772
ENSG00000255292	SDHD	protein_coding	106902	1190
ENSG00000255293	RP11-787P24.1	pseudogene	2299	2299
ENSG00000255294	OR4A50P	pseudogene	486	486
ENSG00000255295	RP11-745I13.1	pseudogene	451	451
ENSG00000172482	AGXT	protein_coding	12024	4459
ENSG00000255291	RP11-701I24.1	pseudogene	765	464
ENSG00000196431	CRYBA4	protein_coding	8709	811
ENSG00000172487	OR8J1	protein_coding	1074	1074
ENSG00000196433	ASMT	protein_coding	28081	1846
ENSG00000196436	NPIPB15	protein_coding	14203	1428
ENSG00000196437	ZNF569	protein_coding	58121	5016
ENSG00000172489	OR5T3	protein_coding	1023	1023
ENSG00000255296	RP11-757C15.4	pseudogene	874	560
ENSG00000255297	OR4A41P	pseudogene	928	928
ENSG00000255298	OR8G5	protein_coding	1041	1041
ENSG00000255299	RP11-655C2.3	lincRNA	7871	1002
ENSG00000196460	RFX8	protein_coding	77343	2625
ENSG00000172493	AFF1	protein_coding	206053	10733
